SERIE,NVONRO,NSEGRUP,NSE,SEXO,GEDAD,EDAD,NIVEDU,P10A,P10B,P10C,P11A,P11B,P11C,P12A,P12B,P12C,P12D,P12E,P12F,P12G,P12H,P13A,P13B,P13C,P13D,P13E,P13F,P13G,P13H,index_O,index_B
2012,20120346,AB,2,Hombre,1,23,SuperiorTecnicaincompleta,3,4,4,3,3,3,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,6,1
2012,20120347,DE,4,Mujer,1,22,Superiortecnica completa,3,4,4,3,3,3,1,1,1,0,1,0,0,0,2,2,2,1,1,1,1,1,4,1
2012,20120348,C,3,Hombre,3,82,Primaria,4,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120349,C,3,Hombre,1,28,Superiortecnica completa,3,4,4,3,3,3,1,1,1,1,0,0,1,1,2,2,2,2,1,1,1,1,6,1
2012,20120350,DE,4,Hombre,2,33,SecundariaCompleta,3,4,4,2,3,3,1,1,1,0,0,0,0,0,2,2,2,2,2,1,1,1,3,1
2012,20120351,C,3,Mujer,3,50,SecundariaIncompleta,3,4,4,2,3,3,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0
2012,20120352,DE,4,Mujer,2,40,SecundariaIncompleta,3,4,4,3,3,3,1,1,1,0,0,1,0,1,2,2,2,1,1,1,1,1,5,1
2012,20120353,DE,4,Hombre,3,50,Superiortecnica completa,3,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,98,1,1,1,1,0,0
2012,20120354,DE,4,Mujer,3,51,Primaria,2,3,3,3,3,3,1,1,1,0,0,0,0,0,1,1,1,2,2,2,2,2,3,1
2012,20120355,AB,2,Mujer,1,20,SecundariaCompleta,3,3,3,3,3,3,0,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,2,1
2012,20120356,C,3,Hombre,1,18,SecundariaCompleta,3,3,4,2,2,3,1,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,2,1
2012,20120357,DE,5,Mujer,2,41,SecundariaIncompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120358,C,3,Hombre,2,40,SecundariaIncompleta,2,2,2,2,2,2,1,0,0,1,0,0,0,0,2,2,2,2,1,1,1,1,2,1
2012,20120359,C,3,Hombre,2,42,SecundariaIncompleta,3,4,4,3,3,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1
2012,20120360,AB,2,Hombre,1,20,Superiortecnica completa,3,3,3,3,3,3,0,1,1,1,0,0,0,1,1,2,2,1,1,1,1,1,4,1
2012,20120361,AB,2,Hombre,1,19,SuperiorTecnicaincompleta,2,3,3,3,3,3,0,0,1,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120362,C,3,Mujer,3,57,SecundariaIncompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120363,C,3,Mujer,1,27,SecundariaCompleta,4,4,4,2,2,2,0,1,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1
2012,20120364,DE,4,Mujer,1,29,SecundariaCompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2012,20120365,C,3,Hombre,2,40,SecundariaCompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120366,C,3,Mujer,2,41,SuperiorTecnicaincompleta,2,2,3,2,2,2,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120367,DE,4,Mujer,2,40,Superiortecnica completa,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120368,AB,2,Hombre,3,62,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120369,DE,4,Mujer,2,35,Superior universitaria completa,1,2,3,3,3,3,1,0,0,1,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2012,20120370,AB,2,Mujer,3,60,SecundariaCompleta,3,4,4,3,3,3,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,4,1
2012,20120371,C,3,Hombre,3,70,Primaria,2,3,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,0
2012,20120372,DE,4,Hombre,2,38,Primaria,3,3,4,3,3,3,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1
2012,20120373,C,3,Hombre,2,37,Superior universitaria completa,3,3,4,2,2,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,5,1
2012,20120374,C,3,Hombre,1,18,SecundariaCompleta,3,3,4,3,3,3,0,0,1,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1
2012,20120375,DE,4,Mujer,1,23,SecundariaCompleta,3,4,4,3,3,3,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,5,1
2012,20120376,DE,4,Mujer,1,26,SuperiorTecnicaincompleta,3,4,4,2,2,3,1,1,1,0,0,1,0,0,1,2,2,2,1,1,1,1,4,1
2012,20120377,AB,2,Mujer,1,28,SecundariaCompleta,3,3,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120378,C,3,Hombre,1,28,Superior universitaria incompleta,2,3,4,2,2,3,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120379,C,3,Hombre,3,63,SecundariaCompleta,3,3,3,3,3,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120380,C,3,Hombre,1,28,SuperiorTecnicaincompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120381,C,3,Hombre,3,57,SecundariaCompleta,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120382,C,3,Mujer,2,34,Superiortecnica completa,3,4,4,3,3,3,0,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2012,20120383,C,3,Mujer,3,47,SecundariaCompleta,3,4,4,3,3,3,0,1,0,1,1,0,0,1,2,2,2,2,2,1,1,1,4,1
2012,20120384,DE,4,Hombre,2,42,Superior universitaria completa,2,3,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120385,C,3,Mujer,2,33,Superiortecnica completa,3,4,4,2,3,3,1,1,1,0,0,1,0,1,1,2,2,1,1,1,2,1,5,1
2012,20120386,C,3,Mujer,1,24,Superior universitaria incompleta,3,3,3,2,3,3,1,1,0,0,0,0,0,0,1,2,2,1,1,1,1,1,2,1
2012,20120387,C,3,Hombre,3,60,SecundariaIncompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120388,C,3,Hombre,2,35,SuperiorTecnicaincompleta,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120389,AB,2,Mujer,2,38,SuperiorTecnicaincompleta,3,4,4,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2012,20120390,C,3,Hombre,1,18,SecundariaCompleta,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120391,DE,4,Mujer,3,61,Primaria,3,3,3,2,3,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120392,C,3,Mujer,3,63,Inicial,2,98,98,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120393,C,3,Hombre,2,30,SecundariaCompleta,2,2,2,2,3,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120394,C,3,Mujer,1,26,SecundariaCompleta,3,3,3,3,3,3,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120395,C,3,Mujer,2,44,SuperiorTecnicaincompleta,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120396,C,3,Mujer,2,33,SuperiorTecnicaincompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120397,AB,2,Mujer,1,22,SuperiorTecnicaincompleta,3,2,3,2,2,2,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120398,DE,4,Hombre,1,25,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120399,C,3,Hombre,3,67,SecundariaIncompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120400,C,3,Mujer,3,52,SecundariaIncompleta,2,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120401,C,3,Hombre,2,35,Superior universitaria completa,2,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120402,C,3,Mujer,1,19,Superior universitaria incompleta,2,3,3,3,2,3,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120403,AB,2,Mujer,2,43,Superiortecnica completa,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1
2012,20120404,C,3,Mujer,3,59,Primaria,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120405,AB,2,Mujer,3,46,Superiortecnica completa,2,2,2,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120406,AB,2,Mujer,1,28,Superior universitaria incompleta,3,3,3,2,2,2,1,1,1,1,1,0,0,1,2,2,2,1,2,1,1,1,6,1
2012,20120407,AB,2,Hombre,3,53,Superior universitaria completa,3,3,3,2,2,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120408,C,3,Hombre,1,25,SecundariaCompleta,3,3,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120409,C,3,Hombre,1,19,SecundariaCompleta,3,3,3,3,3,3,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120410,DE,4,Mujer,3,69,Primaria,2,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,0,0
2012,20120411,C,3,Mujer,2,30,Superior universitaria completa,2,3,3,3,3,3,0,0,0,1,0,0,0,0,2,2,2,2,1,1,1,1,1,1
2012,20120412,C,3,Hombre,1,29,SecundariaCompleta,3,3,3,3,3,3,0,0,0,1,0,0,0,0,2,2,2,1,2,1,1,1,1,1
2012,20120413,AB,2,Hombre,2,36,SecundariaCompleta,2,2,2,2,2,2,0,0,1,0,0,1,0,0,2,2,2,2,2,1,1,1,2,1
2012,20120414,C,3,Hombre,3,50,SecundariaIncompleta,2,2,2,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120415,DE,4,Hombre,3,68,SecundariaCompleta,2,3,4,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120416,AB,2,Mujer,1,25,SecundariaCompleta,3,3,3,3,3,3,1,1,0,1,0,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120417,C,3,Hombre,1,18,SuperiorTecnicaincompleta,2,3,4,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120418,C,3,Mujer,3,57,SecundariaCompleta,3,3,3,3,3,3,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,5,1
2012,20120419,C,3,Hombre,3,70,Inicial,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2012,20120420,C,3,Mujer,2,30,SecundariaCompleta,3,4,4,3,3,3,1,1,1,0,1,0,0,0,1,2,1,1,1,1,1,1,4,1
2012,20120421,C,3,Mujer,2,31,SecundariaCompleta,3,3,3,3,3,3,1,1,1,1,0,0,0,1,2,2,1,1,1,1,1,1,5,1
2012,20120422,C,3,Mujer,1,20,SecundariaCompleta,3,3,3,3,3,3,1,1,1,1,1,0,0,1,2,2,1,1,1,1,1,1,6,1
2012,20120423,C,3,Hombre,2,30,SecundariaCompleta,3,3,3,3,3,3,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,5,1
2012,20120424,C,3,Hombre,2,36,SecundariaCompleta,3,3,3,3,3,3,1,1,0,0,1,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120425,AB,1,Hombre,3,71,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120426,AB,2,Mujer,2,42,SuperiorTecnicaincompleta,2,2,98,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120427,AB,1,Mujer,3,66,Superior universitaria completa,2,3,3,3,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120428,AB,2,Mujer,3,56,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2012,20120429,AB,1,Mujer,2,44,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0
2012,20120430,AB,2,Hombre,1,22,Superior universitaria incompleta,2,2,3,2,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2012,20120431,AB,2,Mujer,1,20,SuperiorTecnicaincompleta,3,4,4,3,3,3,1,1,0,0,1,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120432,C,3,Hombre,2,35,Superiortecnica completa,2,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120433,DE,4,Mujer,2,35,SecundariaCompleta,2,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120434,DE,4,Hombre,2,42,Superiortecnica completa,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,1
2012,20120435,DE,4,Mujer,1,18,SuperiorTecnicaincompleta,3,4,4,3,3,3,1,1,1,0,0,0,0,0,2,2,2,2,2,1,1,1,3,1
2012,20120436,DE,4,Mujer,3,52,SecundariaIncompleta,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120437,DE,4,Mujer,1,26,Primaria,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120438,DE,5,Hombre,3,54,SecundariaIncompleta,2,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,0,0
2012,20120439,DE,4,Hombre,3,65,Superior universitaria incompleta,3,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120440,C,3,Hombre,1,18,SecundariaCompleta,2,2,2,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120441,DE,4,Mujer,3,46,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120442,AB,2,Hombre,1,21,SuperiorTecnicaincompleta,3,3,4,3,2,3,1,1,1,0,1,0,0,0,2,2,2,1,1,1,1,1,4,1
2012,20120443,C,3,Mujer,2,43,Primaria,3,4,4,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,8,1
2012,20120444,C,3,Hombre,1,23,Superior universitaria incompleta,3,4,4,3,3,3,0,0,0,1,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120445,DE,4,Hombre,2,35,SecundariaCompleta,3,3,3,3,3,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1
2012,20120446,C,3,Hombre,2,39,SecundariaCompleta,3,4,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120447,C,3,Mujer,1,29,SecundariaCompleta,3,4,4,3,3,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1
2012,20120448,C,3,Hombre,3,66,Primaria,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160001,AB,2,Hombre,2,44,Superior universitaria completa,4,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160002,C,3,Hombre,1,19,Superior universitaria incompleta,3,4,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160003,C,3,Mujer,3,55,SecundariaIncompleta,4,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160004,C,3,Mujer,3,56,SecundariaIncompleta,3,3,4,3,3,3,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2016,20160005,C,3,Hombre,2,40,Superiortecnica completa,4,4,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160006,C,3,Mujer,3,60,Superiortecnica completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160007,C,3,Mujer,2,34,SecundariaCompleta,4,4,4,3,3,3,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2016,20160008,C,3,Hombre,1,23,Superiortecnica completa,4,4,4,3,3,3,1,1,1,0,0,0,0,0,2,2,2,2,1,1,1,1,3,1
2016,20160009,DE,4,Hombre,2,30,SecundariaCompleta,3,4,4,3,3,3,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1
2016,20160010,C,3,Mujer,2,41,SecundariaCompleta,3,3,4,2,2,2,1,0,1,1,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2016,20160011,DE,4,Mujer,3,62,Inicial,3,4,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160012,C,3,Mujer,3,46,Superior universitaria completa,3,3,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,0
2016,20160013,DE,4,Mujer,3,57,Primaria,4,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160014,C,3,Hombre,1,23,SecundariaCompleta,3,4,4,2,2,3,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,5,1
2016,20160015,C,3,Hombre,1,25,Superiortecnica completa,1,1,3,3,3,3,1,1,1,0,1,0,0,0,2,2,2,1,1,1,1,1,4,1
2016,20160016,DE,4,Hombre,1,28,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160017,C,3,Mujer,1,19,Superior universitaria incompleta,3,4,4,3,3,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,1
2016,20160018,AB,2,Mujer,3,65,Superior universitaria incompleta,1,1,1,3,3,3,1,1,0,0,0,0,1,0,1,2,2,1,1,1,1,1,3,1
2016,20160019,C,3,Mujer,1,28,SecundariaCompleta,1,1,1,3,2,3,1,1,0,1,0,0,0,1,1,2,2,1,1,1,1,1,4,1
2016,20160020,AB,2,Hombre,2,34,Superior universitaria completa,3,3,4,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160021,C,3,Mujer,2,44,Superiortecnica completa,3,4,4,3,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160022,C,3,Hombre,3,52,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160023,AB,2,Hombre,3,60,Superior universitaria incompleta,2,3,4,2,2,2,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0
2016,20160024,DE,4,Hombre,3,78,Inicial,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,0,0
2016,20160025,DE,4,Mujer,1,18,SecundariaIncompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,0,0
2016,20160026,C,3,Mujer,3,78,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160027,C,3,Hombre,1,21,SecundariaCompleta,4,4,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2016,20160028,DE,4,Mujer,1,18,Superior universitaria incompleta,3,3,3,3,3,3,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1
2016,20160029,C,3,Hombre,3,60,Superior universitaria completa,3,3,4,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1
2016,20160030,AB,2,Hombre,3,57,SecundariaCompleta,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160031,C,3,Hombre,2,38,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160032,DE,4,Mujer,2,32,SecundariaCompleta,2,3,4,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1
2016,20160033,DE,4,Mujer,2,44,Superior universitaria completa,2,3,3,2,2,2,1,1,1,0,1,0,1,1,2,2,2,1,1,1,1,1,6,1
2016,20160034,DE,4,Hombre,3,76,SecundariaCompleta,4,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2016,20160035,AB,2,Hombre,3,72,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160036,AB,2,Mujer,3,50,SecundariaCompleta,3,3,3,3,3,3,0,0,0,1,0,0,0,1,1,2,2,1,1,1,1,1,2,1
2016,20160037,C,3,Hombre,2,30,SecundariaCompleta,2,2,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160038,AB,2,Mujer,1,18,SuperiorTecnicaincompleta,3,4,4,3,3,3,1,1,0,0,0,0,0,1,1,2,2,1,1,1,1,1,3,1
2016,20160039,DE,4,Hombre,1,20,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2016,20160040,DE,4,Mujer,1,26,SecundariaIncompleta,3,3,3,3,3,3,1,1,1,1,1,0,0,0,2,1,2,1,2,2,2,1,5,1
2016,20160041,C,3,Hombre,3,53,Superiortecnica completa,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160042,AB,2,Hombre,3,80,Superiortecnica completa,2,3,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160043,AB,2,Hombre,3,56,Superior universitaria completa,2,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160044,AB,2,Hombre,1,28,Superior universitaria completa,2,2,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160045,C,3,Mujer,2,34,Superiortecnica completa,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160046,AB,2,Mujer,2,42,Superiortecnica completa,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160047,C,3,Mujer,1,23,SecundariaCompleta,2,2,3,3,3,3,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2016,20160048,AB,2,Mujer,2,35,SecundariaCompleta,2,3,3,3,3,3,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,5,1
2016,20160049,AB,2,Mujer,3,67,Superior universitaria completa,3,3,4,2,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160050,AB,2,Mujer,3,74,SecundariaCompleta,3,3,3,2,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160051,AB,2,Hombre,1,28,Superior universitaria incompleta,2,3,4,2,2,2,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2016,20160052,AB,2,Mujer,2,38,Superior universitaria completa,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160053,C,3,Mujer,1,19,Superior universitaria incompleta,3,4,4,2,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,1
2016,20160054,C,3,Hombre,2,30,SecundariaCompleta,2,2,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160055,C,3,Hombre,1,25,SecundariaCompleta,2,2,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160056,C,3,Hombre,1,22,Superior universitaria incompleta,2,3,4,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2016,20160057,C,3,Hombre,1,22,Superior universitaria completa,3,4,4,2,3,3,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2016,20160058,DE,4,Mujer,1,28,Primaria,3,4,4,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160059,AB,2,Hombre,2,35,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160060,C,3,Hombre,2,42,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2016,20160061,DE,4,Hombre,3,71,Inicial,2,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2016,20160062,AB,2,Mujer,1,24,Superior universitaria incompleta,3,4,4,3,3,3,0,1,1,1,1,0,0,1,2,1,2,1,1,1,1,1,5,1
2016,20160063,AB,2,Mujer,2,40,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2016,20160064,AB,2,Mujer,3,64,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2016,20160065,C,3,Mujer,3,73,SecundariaCompleta,3,4,4,2,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2016,20160066,DE,4,Mujer,2,40,SecundariaIncompleta,4,4,3,3,3,3,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,0,0
2016,20160067,C,3,Mujer,1,18,SecundariaCompleta,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2016,20160068,C,3,Hombre,1,20,SecundariaCompleta,3,3,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2016,20160069,C,3,Hombre,3,54,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2016,20160070,DE,4,Mujer,2,35,SecundariaCompleta,3,3,3,2,3,3,0,0,0,0,0,0,0,0,2,1,1,1,98,1,1,1,0,0
2016,20160071,C,3,Hombre,3,67,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2016,20160072,C,3,Hombre,2,42,SecundariaCompleta,3,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2016,20160073,C,3,Mujer,2,40,Superiortecnica completa,3,3,3,3,3,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,6,1
