SERIE,NVONRO,NSEGRUP,NSE,SEXO,GEDAD,EDAD,NIVEDU,P10A,P10B,P10C,P11A,P11B,P11C,P12A,P12B,P12C,P12D,P12E,P12F,P12G,P12H,P13A,P13B,P13C,P13D,P13E,P13F,P13G,P13H,index_O,index_B
2012,20120171,AB,2,Hombre,3,81,Superiortecnica completa,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120172,AB,2,Hombre,2,34,Superior universitaria completa,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120173,AB,2,Mujer,2,36,Superiortecnica completa,2,3,4,3,3,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,1
2012,20120174,AB,2,Mujer,2,38,SecundariaCompleta,2,3,3,2,3,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,5,1
2012,20120175,AB,2,Hombre,1,29,Primaria,2,2,2,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120176,AB,1,Mujer,1,22,SecundariaCompleta,3,4,4,2,3,3,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,5,1
2012,20120177,AB,2,Hombre,3,51,Postgrado,3,4,4,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120178,AB,2,Hombre,1,20,SuperiorTecnicaincompleta,1,2,3,2,2,2,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,3,1
2012,20120179,AB,2,Hombre,3,66,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2012,20120180,AB,1,Mujer,3,66,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120181,AB,2,Hombre,2,35,Postgrado,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120182,AB,1,Mujer,3,48,Postgrado,3,4,4,3,3,3,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1
2012,20120183,AB,1,Mujer,1,19,Superior universitaria incompleta,3,3,4,2,2,2,1,1,1,0,0,0,0,0,2,2,2,2,1,1,1,1,3,1
2012,20120184,AB,1,Mujer,2,38,Superior universitaria completa,3,4,4,3,3,3,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120185,AB,2,Hombre,3,52,Superior universitaria completa,4,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2012,20120186,AB,1,Hombre,3,62,Superior universitaria incompleta,1,1,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120187,AB,2,Hombre,2,40,Superiortecnica completa,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120188,AB,1,Mujer,2,30,Superior universitaria completa,4,4,4,2,3,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120189,AB,2,Mujer,3,50,Superior universitaria completa,3,4,98,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2012,20120190,AB,2,Hombre,1,29,Superior universitaria completa,2,2,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,0,0
2012,20120191,AB,2,Mujer,3,45,Superior universitaria completa,3,3,3,2,2,2,0,0,0,0,0,0,0,0,98,98,98,98,98,98,2,1,0,0
2012,20120192,AB,1,Mujer,1,22,Superior universitaria incompleta,2,2,2,2,2,2,1,1,1,0,0,0,0,0,2,2,2,2,1,1,1,1,3,1
2012,20120193,AB,2,Mujer,1,24,Superiortecnica completa,2,3,3,3,3,3,1,1,1,1,0,0,0,0,2,2,2,1,1,1,1,1,4,1
2012,20120194,AB,2,Mujer,3,83,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120195,AB,2,Mujer,3,59,SuperiorTecnicaincompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120196,AB,2,Hombre,2,31,Superior universitaria incompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120197,AB,2,Mujer,2,44,Superiortecnica completa,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,4,1
2012,20120198,AB,2,Mujer,1,18,Superior universitaria incompleta,3,3,3,3,3,3,1,1,1,0,0,0,0,1,2,2,2,1,1,1,1,1,4,1
2012,20120199,AB,2,Hombre,3,59,Postgrado,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120200,AB,2,Hombre,1,18,SecundariaCompleta,3,3,3,3,3,3,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120201,AB,2,Hombre,3,66,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120202,AB,2,Mujer,3,70,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,98,98,98,98,0,0
2012,20120203,AB,2,Mujer,3,60,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120204,AB,2,Mujer,1,27,Superior universitaria completa,2,2,4,2,2,2,1,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,6,1
2012,20120205,AB,2,Mujer,2,42,Superiortecnica completa,3,3,4,3,3,3,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120206,AB,2,Hombre,2,42,Superior universitaria completa,2,2,3,2,2,2,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2012,20120207,AB,2,Hombre,2,34,Postgrado,2,2,3,2,2,3,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1
2012,20120208,AB,2,Hombre,1,20,SecundariaCompleta,2,3,4,2,3,3,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120209,AB,2,Hombre,3,73,Superior universitaria completa,3,3,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120210,AB,2,Hombre,3,65,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120211,AB,2,Mujer,3,54,SecundariaCompleta,3,3,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120212,AB,2,Hombre,1,18,SecundariaCompleta,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120213,C,3,Mujer,3,72,Primaria,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120214,AB,2,Hombre,2,40,Superior universitaria completa,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120215,AB,2,Mujer,2,30,Superiortecnica completa,2,3,4,3,3,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,5,1
2012,20120216,AB,2,Mujer,1,23,Superior universitaria incompleta,3,4,4,2,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,5,1
2012,20120217,DE,4,Hombre,3,54,Superior universitaria incompleta,3,4,4,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120218,C,3,Mujer,3,56,Superior universitaria completa,3,3,3,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120219,DE,4,Mujer,1,24,Superior universitaria incompleta,2,2,3,3,3,3,0,1,1,0,1,1,0,0,1,2,2,1,1,1,1,1,4,1
2012,20120220,AB,2,Mujer,3,55,Superiortecnica completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120221,AB,2,Mujer,2,36,Superiortecnica completa,2,3,3,2,2,2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120222,AB,2,Mujer,2,43,Primaria,3,3,3,2,2,2,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120223,AB,1,Hombre,1,18,SuperiorTecnicaincompleta,2,3,3,3,3,3,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,7,1
2012,20120224,C,3,Hombre,2,41,Superior universitaria completa,2,2,2,2,2,2,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120225,C,3,Mujer,1,19,SecundariaCompleta,4,4,4,3,2,2,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,6,1
2012,20120226,C,3,Hombre,1,27,SecundariaCompleta,3,3,3,3,3,3,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120227,AB,2,Hombre,1,19,SecundariaCompleta,2,3,4,3,2,2,0,0,0,1,1,1,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120228,DE,4,Mujer,3,54,Inicial,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,98,1,1,1,1,1,0,0
2012,20120229,C,3,Mujer,2,36,Superior universitaria incompleta,3,4,3,2,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120230,C,3,Hombre,3,60,Superiortecnica completa,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120231,C,3,Hombre,2,34,SecundariaCompleta,4,4,4,2,2,2,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,3,1
2012,20120232,C,3,Hombre,2,40,SuperiorTecnicaincompleta,3,4,3,2,3,2,1,0,1,1,0,0,0,1,1,2,2,1,1,1,2,1,4,1
2012,20120233,C,3,Mujer,1,24,SecundariaCompleta,3,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120234,DE,4,Hombre,1,18,SuperiorTecnicaincompleta,3,3,3,2,2,2,0,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,2,1
2012,20120235,C,3,Mujer,3,63,Primaria,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120236,DE,4,Mujer,3,47,SecundariaIncompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120237,DE,4,Hombre,3,74,SecundariaCompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120238,C,3,Mujer,2,43,SuperiorTecnicaincompleta,98,3,3,2,2,2,0,0,0,0,0,0,0,0,1,98,98,1,1,1,98,98,0,0
2012,20120239,DE,4,Hombre,2,35,SecundariaCompleta,3,4,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,98,1,1,1,1,1
2012,20120240,C,3,Hombre,2,44,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0
2012,20120241,C,3,Mujer,1,23,Superior universitaria incompleta,3,4,4,2,2,3,1,1,1,0,0,0,0,1,1,2,2,1,1,1,1,1,4,1
2012,20120242,C,3,Mujer,3,45,Superiortecnica completa,3,3,4,3,3,3,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,5,1
2012,20120243,DE,4,Hombre,2,31,SecundariaIncompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120244,DE,4,Hombre,3,60,Superiortecnica completa,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120245,DE,4,Mujer,2,32,SecundariaCompleta,3,3,4,2,2,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,4,1
2012,20120246,DE,4,Mujer,1,19,Superiortecnica completa,4,4,4,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120247,DE,4,Hombre,1,20,Superiortecnica completa,3,4,4,2,2,1,0,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,4,1
2012,20120248,DE,4,Hombre,1,29,Superior universitaria completa,2,3,3,2,2,2,0,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,2,1
2012,20120249,DE,4,Hombre,3,75,Inicial,3,3,3,3,3,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,6,1
2012,20120250,AB,2,Hombre,1,18,SecundariaCompleta,2,3,3,2,2,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120251,DE,4,Mujer,3,49,SecundariaIncompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120252,C,3,Mujer,1,20,SecundariaCompleta,4,3,3,2,2,2,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120253,C,3,Mujer,2,44,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120254,C,3,Hombre,1,20,SuperiorTecnicaincompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120255,C,3,Hombre,2,43,SecundariaCompleta,3,4,4,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120256,C,3,Hombre,2,38,SecundariaCompleta,3,4,4,2,2,2,0,1,1,0,1,0,0,1,2,2,2,1,1,1,1,1,4,1
2012,20120257,C,3,Hombre,1,24,SecundariaCompleta,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,0
2012,20120258,DE,4,Mujer,2,36,SecundariaCompleta,3,3,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,1
2012,20120259,C,3,Hombre,2,43,SecundariaCompleta,3,3,3,2,2,3,0,0,0,0,0,0,0,0,98,2,2,1,1,1,1,1,0,0
2012,20120260,DE,4,Mujer,3,49,SecundariaCompleta,3,4,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120261,C,3,Hombre,3,83,SecundariaCompleta,3,3,98,2,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120262,DE,4,Mujer,1,18,SecundariaIncompleta,3,3,3,2,2,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120263,C,3,Mujer,2,44,SecundariaIncompleta,3,98,98,98,3,2,0,0,0,0,0,0,0,0,1,1,98,1,1,1,1,98,0,0
2012,20120264,C,3,Mujer,1,27,Superior universitaria incompleta,2,2,3,3,3,3,0,1,1,0,1,0,0,1,1,2,2,1,1,1,1,1,4,1
2012,20120265,C,3,Mujer,1,29,Superior universitaria incompleta,4,4,4,3,2,2,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0
2012,20120266,C,3,Mujer,3,71,Primaria,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120267,DE,4,Hombre,3,72,Primaria,4,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120268,AB,2,Hombre,2,44,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120269,C,3,Mujer,3,60,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120270,AB,2,Hombre,1,29,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120271,DE,4,Mujer,2,39,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,98,98,1,1,1,1,1,0,0
2012,20120272,AB,2,Mujer,2,36,Superiortecnica completa,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,98,98,1,1,1,1,1,0,0
2012,20120273,DE,5,Mujer,3,62,Inicial,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,98,98,1,1,1,1,1,0,0
2012,20120274,AB,2,Mujer,2,37,Superior universitaria completa,3,3,3,3,3,3,0,1,1,0,0,0,0,0,98,98,98,1,1,1,1,1,2,1
2012,20120275,DE,4,Hombre,1,28,SecundariaCompleta,3,3,4,3,3,3,0,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,4,1
2012,20120276,AB,2,Hombre,3,75,Primaria,3,4,4,3,3,3,0,0,0,0,0,0,0,0,98,98,98,1,1,1,1,1,0,0
2012,20120277,DE,4,Mujer,1,24,SecundariaCompleta,3,4,4,3,3,3,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1
2012,20120278,DE,4,Mujer,1,26,SuperiorTecnicaincompleta,4,4,4,3,3,3,1,1,0,0,1,0,0,1,1,2,2,1,1,1,1,1,4,1
2012,20120279,C,3,Mujer,2,33,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120280,DE,4,Hombre,2,37,SecundariaCompleta,3,3,3,3,3,3,1,1,0,1,1,0,0,0,2,2,2,1,1,1,1,1,4,1
2012,20120281,DE,4,Mujer,2,44,Primaria,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120282,C,3,Mujer,2,36,Superior universitaria completa,2,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120283,DE,4,Mujer,1,21,SuperiorTecnicaincompleta,3,3,3,3,3,3,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2012,20120284,DE,5,Mujer,3,45,SecundariaIncompleta,2,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0
2012,20120285,DE,4,Hombre,3,66,Inicial,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120286,DE,4,Hombre,2,37,SecundariaIncompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,2,1,1
2012,20120287,C,3,Hombre,1,23,Superiortecnica completa,3,3,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120288,DE,5,Hombre,3,50,SecundariaIncompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,1,98,1,1,1,1,0,0
2012,20120289,C,3,Mujer,2,39,SuperiorTecnicaincompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120290,C,3,Mujer,1,20,SecundariaIncompleta,3,3,3,3,3,3,0,0,0,0,1,0,1,0,2,2,2,2,2,1,1,1,2,1
2012,20120291,DE,4,Mujer,1,18,SuperiorTecnicaincompleta,2,3,3,2,2,2,0,1,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,1
2012,20120292,C,3,Hombre,1,28,SecundariaCompleta,2,3,3,2,2,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120293,DE,4,Hombre,1,25,Superiortecnica completa,3,4,4,3,3,3,0,0,1,0,0,0,0,0,1,2,2,2,2,1,1,1,1,1
2012,20120294,DE,4,Mujer,3,53,SecundariaCompleta,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0
2012,20120295,C,3,Hombre,3,70,Primaria,2,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0
2012,20120296,DE,4,Hombre,2,32,SecundariaCompleta,2,3,3,2,3,3,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,0,0
2012,20120297,AB,2,Hombre,3,60,Superior universitaria completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120298,C,3,Mujer,2,42,SecundariaCompleta,2,3,4,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2012,20120299,AB,2,Mujer,1,19,Superior universitaria incompleta,4,4,4,3,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,1
2012,20120300,C,3,Hombre,1,26,Superiortecnica completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120301,C,3,Hombre,2,30,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120302,DE,4,Mujer,1,22,Superiortecnica completa,2,4,4,3,3,3,1,1,1,0,0,0,0,1,2,2,2,1,1,1,1,1,4,1
2012,20120303,AB,2,Mujer,3,53,Superiortecnica completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120304,AB,2,Mujer,2,43,Superiortecnica completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120305,C,3,Hombre,3,61,Superiortecnica completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120306,C,3,Mujer,1,22,SecundariaCompleta,3,3,3,2,2,2,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,5,1
2012,20120307,C,3,Mujer,3,57,SecundariaCompleta,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120308,AB,2,Mujer,3,56,SecundariaCompleta,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120309,AB,2,Hombre,3,48,Superiortecnica completa,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120310,AB,2,Mujer,2,37,Superiortecnica completa,2,3,3,3,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1
2012,20120311,C,3,Hombre,2,44,Superiortecnica completa,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120312,AB,2,Hombre,1,19,Superiortecnica completa,2,3,3,2,2,2,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120313,C,3,Hombre,3,60,Superior universitaria completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120314,C,3,Mujer,3,82,Superior universitaria completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120315,C,3,Mujer,2,30,Primaria,2,4,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120316,AB,2,Hombre,1,26,Superior universitaria incompleta,2,4,4,3,3,3,0,0,0,0,1,0,0,0,2,2,2,1,1,1,1,1,1,1
2012,20120317,C,3,Mujer,1,27,SecundariaCompleta,2,4,4,3,3,3,1,1,0,1,0,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120318,AB,2,Hombre,2,38,Superiortecnica completa,2,3,4,3,3,3,1,1,0,1,0,0,0,1,2,2,2,1,1,1,1,1,4,1
2012,20120319,DE,4,Hombre,2,30,SecundariaCompleta,2,4,4,3,3,3,0,0,0,1,1,0,0,1,2,2,2,1,1,1,1,1,3,1
2012,20120320,C,3,Hombre,1,22,Superior universitaria completa,2,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,0,0
2012,20120321,C,3,Mujer,1,18,Superior universitaria incompleta,4,4,4,3,3,3,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,2,1
2012,20120322,C,3,Hombre,2,33,SecundariaCompleta,2,3,4,3,3,3,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1
2012,20120323,DE,4,Mujer,3,72,Inicial,2,3,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120324,DE,4,Mujer,2,30,Superior universitaria completa,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120325,DE,4,Hombre,3,54,SecundariaIncompleta,2,3,4,3,3,3,0,0,1,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1
2012,20120326,DE,4,Hombre,1,23,SecundariaCompleta,2,4,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120327,AB,2,Mujer,3,51,SecundariaCompleta,2,3,4,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2012,20120328,C,3,Hombre,3,46,Superiortecnica completa,2,3,4,3,3,3,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0
2012,20120329,DE,4,Hombre,3,74,Primaria,2,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120330,C,3,Mujer,3,59,Superiortecnica completa,3,4,4,3,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120331,AB,2,Mujer,3,50,Postgrado,2,3,4,3,3,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,20120332,AB,1,Mujer,1,18,Superior universitaria incompleta,4,4,4,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,1
2012,20120333,AB,2,Hombre,2,31,Superiortecnica completa,3,4,4,2,3,3,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,0
2012,20120334,AB,2,Hombre,1,21,SecundariaCompleta,2,2,2,2,2,2,1,0,1,1,0,1,0,1,1,2,2,1,1,1,1,1,5,1
2012,20120335,AB,2,Mujer,2,43,SecundariaIncompleta,2,2,4,2,3,3,0,1,1,1,0,0,0,1,2,1,1,1,1,1,1,1,4,1
2012,20120336,C,3,Mujer,2,44,SecundariaIncompleta,3,3,4,3,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,1
2012,20120337,DE,4,Mujer,2,36,SecundariaIncompleta,3,3,3,3,3,3,1,1,1,1,0,1,0,1,1,2,2,1,1,1,1,1,6,1
2012,20120338,AB,2,Mujer,1,25,Superiortecnica completa,3,4,4,3,2,2,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,3,1
2012,20120339,DE,4,Hombre,2,32,SecundariaIncompleta,3,3,3,3,3,3,1,1,0,0,1,0,0,0,2,2,2,2,1,1,1,1,3,1
2012,20120340,AB,2,Hombre,1,19,Superior universitaria incompleta,3,4,4,3,3,3,1,1,0,1,0,0,0,0,2,2,2,1,1,1,1,1,3,1
2012,20120341,AB,1,Hombre,3,55,Postgrado,2,2,4,3,3,3,1,0,0,1,1,1,0,1,2,2,2,1,1,1,2,1,5,1
2012,20120342,AB,2,Mujer,1,22,SuperiorTecnicaincompleta,3,4,4,3,3,3,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,1,5,1
2012,20120343,AB,2,Hombre,1,22,SuperiorTecnicaincompleta,2,3,4,3,2,3,0,0,0,1,0,0,0,1,2,2,2,1,1,1,1,1,2,1
2012,20120344,AB,2,Mujer,3,45,Superiortecnica completa,3,4,4,2,3,3,1,1,0,0,0,0,0,1,1,2,2,1,1,1,1,1,3,1
2012,20120345,C,3,Hombre,2,43,Superiortecnica completa,3,4,4,3,3,3,1,0,1,1,0,0,0,1,2,2,2,2,1,1,1,1,4,1
